Month,Product_Category,Previous_Sales,Seasonality_Factor,Demand
10,Snacks,360,1.4,507
5,Confectionery,168,1.3,227
5,Snacks,429,1.3,543
6,Beverages,490,1.5,829
8,Snacks,183,1.2,256
10,Beverages,178,1.4,263
6,Beverages,57,1.5,96
12,Snacks,100,1.8,148
1,Beverages,390,1.0,453
8,Snacks,330,1.2,346
8,Beverages,224,1.2,242
9,Confectionery,232,1.3,247
9,Confectionery,241,1.3,371
2,Beverages,298,1.1,373
2,Beverages,284,1.1,364
3,Snacks,132,1.2,180
1,Confectionery,142,1.0,140
4,Snacks,422,1.0,493
4,Beverages,443,1.0,526
9,Beverages,361,1.3,469
9,Snacks,317,1.3,358
9,Beverages,466,1.3,644
10,Confectionery,169,1.4,281
7,Snacks,120,1.4,193
2,Confectionery,66,1.1,83
10,Confectionery,302,1.4,496
5,Confectionery,494,1.3,743
4,Snacks,171,1.0,189
12,Beverages,429,1.8,839
11,Confectionery,59,1.6,85
8,Confectionery,336,1.2,422
2,Confectionery,365,1.1,404
6,Beverages,375,1.5,643
5,Beverages,322,1.3,417
12,Snacks,355,1.8,543
2,Beverages,342,1.1,301
11,Snacks,259,1.6,443
10,Snacks,495,1.4,706
1,Snacks,267,1.0,248
8,Snacks,290,1.2,301
2,Snacks,423,1.1,459
7,Confectionery,249,1.4,292
9,Beverages,265,1.3,321
9,Confectionery,254,1.3,314
8,Snacks,462,1.2,546
11,Beverages,465,1.6,734
12,Confectionery,265,1.8,430
10,Confectionery,129,1.4,205
9,Snacks,316,1.3,387
2,Confectionery,439,1.1,430
6,Confectionery,428,1.5,558
4,Confectionery,84,1.0,78
4,Confectionery,338,1.0,279
5,Confectionery,67,1.3,70
12,Snacks,214,1.8,401
3,Snacks,62,1.2,77
1,Confectionery,251,1.0,253
8,Snacks,278,1.2,368
5,Snacks,395,1.3,418
3,Beverages,415,1.2,584
10,Confectionery,497,1.4,583
7,Snacks,50,1.4,74
7,Snacks,368,1.4,439
1,Confectionery,266,1.0,306
12,Beverages,83,1.8,150
9,Confectionery,408,1.3,441
2,Beverages,315,1.1,362
5,Confectionery,177,1.3,184
5,Confectionery,261,1.3,376
8,Confectionery,312,1.2,396
8,Confectionery,361,1.2,383
7,Beverages,129,1.4,171
7,Beverages,214,1.4,240
12,Snacks,462,1.8,896
11,Confectionery,301,1.6,447
6,Beverages,61,1.5,94
6,Beverages,450,1.5,798
11,Beverages,353,1.6,519
9,Confectionery,261,1.3,405
6,Snacks,331,1.5,522
12,Beverages,161,1.8,259
2,Confectionery,260,1.1,278
2,Beverages,427,1.1,514
5,Beverages,288,1.3,366
4,Snacks,317,1.0,262
11,Beverages,454,1.6,630
2,Beverages,347,1.1,426
3,Confectionery,366,1.2,465
7,Confectionery,107,1.4,153
8,Snacks,487,1.2,506
12,Confectionery,83,1.8,169
6,Confectionery,312,1.5,554
11,Snacks,414,1.6,540
5,Beverages,84,1.3,90
1,Snacks,320,1.0,369
8,Confectionery,498,1.2,673
3,Snacks,276,1.2,346
6,Beverages,74,1.5,130
3,Snacks,283,1.2,359
7,Confectionery,108,1.4,134
7,Confectionery,300,1.4,458
12,Snacks,384,1.8,731
9,Beverages,135,1.3,209
5,Snacks,300,1.3,345
8,Beverages,439,1.2,547
10,Beverages,229,1.4,356
10,Snacks,256,1.4,335
8,Beverages,393,1.2,448
1,Confectionery,198,1.0,228
12,Snacks,120,1.8,207
5,Beverages,170,1.3,232
3,Confectionery,302,1.2,418
1,Snacks,142,1.0,125
4,Confectionery,305,1.0,363
8,Confectionery,303,1.2,392
3,Confectionery,401,1.2,480
10,Beverages,337,1.4,458
2,Snacks,358,1.1,465
11,Snacks,108,1.6,152
9,Beverages,118,1.3,141
10,Snacks,495,1.4,639
5,Confectionery,437,1.3,520
7,Snacks,135,1.4,186
11,Beverages,323,1.6,617
11,Confectionery,276,1.6,510
2,Beverages,130,1.1,133
9,Confectionery,163,1.3,205
9,Confectionery,233,1.3,323
4,Snacks,329,1.0,265
4,Confectionery,371,1.0,418
6,Beverages,446,1.5,770
10,Snacks,367,1.4,587
10,Beverages,103,1.4,136
10,Confectionery,448,1.4,617
6,Beverages,246,1.5,297
12,Beverages,436,1.8,753
1,Confectionery,342,1.0,336
9,Snacks,342,1.3,516
2,Beverages,436,1.1,555
5,Confectionery,496,1.3,765
9,Snacks,340,1.3,510
4,Snacks,229,1.0,183
11,Snacks,429,1.6,725
3,Beverages,461,1.2,457
7,Beverages,271,1.4,344
6,Beverages,323,1.5,499
8,Snacks,427,1.2,553
3,Beverages,293,1.2,373
5,Confectionery,469,1.3,499
10,Beverages,466,1.4,548
4,Beverages,497,1.0,423
4,Snacks,203,1.0,169
4,Beverages,353,1.0,307
10,Confectionery,473,1.4,712
8,Snacks,322,1.2,437
6,Confectionery,473,1.5,683
3,Snacks,184,1.2,237
10,Snacks,362,1.4,445
5,Beverages,57,1.3,88
6,Confectionery,177,1.5,249
5,Snacks,422,1.3,624
6,Beverages,105,1.5,185
8,Snacks,175,1.2,240
7,Snacks,208,1.4,240
5,Snacks,108,1.3,148
10,Snacks,107,1.4,127
6,Snacks,189,1.5,227
4,Snacks,225,1.0,184
12,Beverages,464,1.8,974
9,Snacks,157,1.3,237
4,Confectionery,260,1.0,231
1,Beverages,496,1.0,505
7,Confectionery,123,1.4,203
7,Snacks,216,1.4,302
4,Confectionery,453,1.0,433
3,Snacks,406,1.2,483
8,Snacks,353,1.2,472
5,Beverages,282,1.3,363
10,Beverages,376,1.4,586
7,Snacks,421,1.4,573
4,Beverages,231,1.0,208
4,Confectionery,171,1.0,159
8,Beverages,383,1.2,381
8,Beverages,252,1.2,302
2,Confectionery,78,1.1,73
2,Beverages,251,1.1,310
3,Snacks,142,1.2,164
12,Confectionery,378,1.8,752
12,Snacks,405,1.8,861
3,Confectionery,225,1.2,307
1,Snacks,379,1.0,447
3,Snacks,260,1.2,320
6,Beverages,233,1.5,302
8,Snacks,144,1.2,202
12,Beverages,322,1.8,665
10,Confectionery,186,1.4,298
6,Snacks,286,1.5,462
5,Snacks,402,1.3,548
4,Confectionery,467,1.0,376
3,Confectionery,478,1.2,630
4,Snacks,314,1.0,262
7,Confectionery,184,1.4,232
1,Beverages,193,1.0,196
7,Confectionery,68,1.4,93
1,Confectionery,280,1.0,225
2,Snacks,183,1.1,227
4,Beverages,163,1.0,187
1,Confectionery,188,1.0,201
11,Beverages,174,1.6,282
12,Beverages,253,1.8,539
11,Beverages,110,1.6,149
11,Snacks,299,1.6,523
9,Confectionery,347,1.3,384
12,Snacks,62,1.8,106
6,Confectionery,445,1.5,690
1,Confectionery,304,1.0,332
1,Snacks,134,1.0,107
6,Beverages,69,1.5,93
4,Beverages,99,1.0,100
4,Confectionery,213,1.0,215
11,Snacks,141,1.6,238
6,Beverages,137,1.5,189
12,Beverages,118,1.8,215
11,Confectionery,86,1.6,120
7,Confectionery,302,1.4,369
9,Snacks,301,1.3,403
10,Confectionery,189,1.4,284
5,Beverages,404,1.3,445
9,Beverages,430,1.3,474
4,Beverages,217,1.0,222
10,Beverages,103,1.4,130
2,Snacks,435,1.1,457
3,Snacks,227,1.2,261
11,Confectionery,346,1.6,482
1,Confectionery,350,1.0,280
6,Confectionery,408,1.5,698
6,Snacks,155,1.5,252
1,Beverages,186,1.0,200
11,Confectionery,239,1.6,389
3,Beverages,177,1.2,229
5,Confectionery,391,1.3,596
3,Confectionery,96,1.2,122
10,Confectionery,54,1.4,68
3,Confectionery,306,1.2,377
10,Confectionery,349,1.4,477
3,Beverages,199,1.2,244
5,Confectionery,343,1.3,449
5,Beverages,292,1.3,434
4,Snacks,324,1.0,343
1,Confectionery,257,1.0,225
5,Beverages,464,1.3,497
10,Snacks,164,1.4,222
5,Snacks,244,1.3,255
4,Snacks,392,1.0,363
6,Beverages,219,1.5,311
10,Confectionery,428,1.4,569
4,Confectionery,131,1.0,156
7,Beverages,203,1.4,261
7,Confectionery,190,1.4,241
2,Beverages,363,1.1,340
3,Confectionery,195,1.2,235
1,Snacks,372,1.0,320
8,Confectionery,171,1.2,214
9,Beverages,301,1.3,337
4,Beverages,392,1.0,404
6,Snacks,436,1.5,739
9,Beverages,360,1.3,382
6,Confectionery,138,1.5,200
12,Confectionery,107,1.8,189
12,Snacks,112,1.8,225
12,Beverages,396,1.8,703
9,Snacks,357,1.3,476
4,Confectionery,431,1.0,481
8,Snacks,329,1.2,404
9,Beverages,121,1.3,148
4,Snacks,58,1.0,48
5,Beverages,415,1.3,589
8,Beverages,470,1.2,647
12,Confectionery,143,1.8,305
10,Confectionery,422,1.4,691
6,Confectionery,388,1.5,651
12,Beverages,486,1.8,925
7,Snacks,385,1.4,599
3,Beverages,201,1.2,234
7,Confectionery,454,1.4,659
12,Confectionery,405,1.8,684
8,Snacks,89,1.2,99
10,Confectionery,408,1.4,629
6,Confectionery,111,1.5,163
10,Confectionery,303,1.4,375
9,Snacks,118,1.3,135
6,Beverages,447,1.5,766
12,Confectionery,294,1.8,566
9,Snacks,414,1.3,548
4,Confectionery,219,1.0,210
8,Snacks,227,1.2,264
11,Confectionery,238,1.6,313
4,Snacks,309,1.0,303
2,Confectionery,121,1.1,148
10,Beverages,66,1.4,88
11,Confectionery,419,1.6,639
9,Snacks,390,1.3,408
5,Confectionery,106,1.3,135
4,Beverages,267,1.0,216
2,Confectionery,156,1.1,176
1,Snacks,353,1.0,353
11,Snacks,477,1.6,866
7,Beverages,222,1.4,320
6,Snacks,268,1.5,373
2,Confectionery,296,1.1,327
8,Confectionery,267,1.2,345
11,Confectionery,422,1.6,565
4,Snacks,466,1.0,488
8,Confectionery,80,1.2,111
7,Confectionery,417,1.4,536
5,Confectionery,96,1.3,131
10,Beverages,183,1.4,289
10,Snacks,157,1.4,220
12,Snacks,121,1.8,236
8,Snacks,376,1.2,417
9,Beverages,467,1.3,560
5,Snacks,157,1.3,217
10,Beverages,358,1.4,542
5,Beverages,447,1.3,682
2,Snacks,321,1.1,314
5,Confectionery,220,1.3,282
3,Confectionery,165,1.2,178
7,Snacks,378,1.4,440
10,Snacks,123,1.4,165
5,Beverages,305,1.3,376
8,Snacks,130,1.2,141
1,Beverages,317,1.0,291
3,Snacks,177,1.2,200
3,Confectionery,375,1.2,537
9,Confectionery,452,1.3,654
5,Snacks,284,1.3,305
12,Beverages,90,1.8,186
9,Confectionery,230,1.3,314
9,Beverages,206,1.3,309
1,Snacks,108,1.0,101
2,Snacks,394,1.1,427
5,Confectionery,298,1.3,448
4,Snacks,241,1.0,219
10,Confectionery,73,1.4,119
9,Beverages,449,1.3,660
7,Confectionery,485,1.4,809
6,Confectionery,129,1.5,179
7,Beverages,183,1.4,229
1,Confectionery,470,1.0,438
1,Confectionery,262,1.0,309
8,Snacks,437,1.2,489
2,Beverages,397,1.1,448
12,Confectionery,215,1.8,372
10,Beverages,474,1.4,636
11,Beverages,397,1.6,557
9,Confectionery,386,1.3,509
7,Snacks,447,1.4,713
6,Beverages,120,1.5,147
1,Confectionery,263,1.0,303
1,Beverages,484,1.0,516
2,Snacks,114,1.1,131
6,Snacks,270,1.5,425
6,Snacks,357,1.5,491
2,Confectionery,335,1.1,355
1,Confectionery,234,1.0,262
10,Snacks,256,1.4,330
5,Confectionery,148,1.3,190
5,Snacks,291,1.3,305
2,Confectionery,207,1.1,248
6,Snacks,147,1.5,213
9,Beverages,91,1.3,119
2,Snacks,188,1.1,174
10,Snacks,332,1.4,556
2,Confectionery,457,1.1,462
3,Confectionery,276,1.2,349
7,Confectionery,472,1.4,682
6,Confectionery,121,1.5,202
12,Confectionery,292,1.8,482
8,Confectionery,67,1.2,88
8,Beverages,126,1.2,144
6,Snacks,94,1.5,135
12,Snacks,420,1.8,808
11,Snacks,392,1.6,698
10,Beverages,189,1.4,282
3,Snacks,226,1.2,314
3,Beverages,271,1.2,297
1,Beverages,464,1.0,538
7,Beverages,141,1.4,168
5,Snacks,71,1.3,98
4,Beverages,221,1.0,225
10,Snacks,141,1.4,196
4,Snacks,241,1.0,222
4,Confectionery,126,1.0,126
6,Confectionery,330,1.5,428
8,Beverages,413,1.2,469
8,Beverages,228,1.2,229
5,Snacks,287,1.3,383
6,Beverages,184,1.5,231
4,Beverages,414,1.0,357
12,Snacks,439,1.8,659
11,Beverages,329,1.6,501
9,Beverages,68,1.3,100
8,Snacks,132,1.2,184
10,Snacks,277,1.4,321
12,Confectionery,420,1.8,796
10,Snacks,314,1.4,472
1,Confectionery,161,1.0,163
2,Beverages,300,1.1,352
9,Snacks,213,1.3,247
8,Snacks,407,1.2,486
3,Snacks,217,1.2,249
8,Beverages,270,1.2,270
12,Confectionery,457,1.8,863
1,Beverages,353,1.0,352
10,Beverages,240,1.4,305
4,Snacks,374,1.0,370
3,Confectionery,486,1.2,647
6,Beverages,487,1.5,818
7,Snacks,219,1.4,324
4,Beverages,424,1.0,418
7,Beverages,94,1.4,135
9,Snacks,430,1.3,533
11,Snacks,63,1.6,85
2,Confectionery,280,1.1,293
11,Beverages,206,1.6,333
3,Snacks,183,1.2,228
5,Snacks,440,1.3,671
3,Confectionery,86,1.2,114
11,Confectionery,102,1.6,140
8,Snacks,67,1.2,69
12,Confectionery,87,1.8,131
10,Snacks,236,1.4,361
8,Beverages,434,1.2,563
8,Confectionery,245,1.2,351
12,Beverages,292,1.8,530
12,Beverages,349,1.8,710
9,Beverages,352,1.3,471
4,Snacks,84,1.0,96
5,Beverages,264,1.3,373
5,Beverages,268,1.3,368
8,Beverages,365,1.2,449
7,Snacks,139,1.4,211
9,Beverages,357,1.3,449
8,Beverages,301,1.2,302
2,Confectionery,57,1.1,51
10,Snacks,305,1.4,423
12,Beverages,412,1.8,771
4,Confectionery,257,1.0,213
6,Snacks,474,1.5,650
12,Snacks,180,1.8,300
2,Snacks,273,1.1,307
7,Snacks,246,1.4,313
3,Snacks,191,1.2,192
3,Snacks,301,1.2,312
11,Beverages,145,1.6,201
2,Beverages,75,1.1,93
11,Beverages,160,1.6,233
8,Beverages,172,1.2,224
6,Confectionery,235,1.5,362
1,Beverages,217,1.0,258
12,Snacks,100,1.8,163
1,Beverages,428,1.0,369
7,Beverages,54,1.4,62
8,Snacks,126,1.2,135
5,Beverages,209,1.3,291
12,Beverages,257,1.8,385
11,Beverages,306,1.6,439
5,Confectionery,254,1.3,377
4,Beverages,304,1.0,314
6,Snacks,487,1.5,604
6,Snacks,60,1.5,73
3,Beverages,486,1.2,480
9,Beverages,57,1.3,87
12,Beverages,458,1.8,939
11,Snacks,473,1.6,861
7,Snacks,81,1.4,132
1,Confectionery,77,1.0,77
7,Confectionery,255,1.4,320
5,Confectionery,436,1.3,544
5,Snacks,277,1.3,391
2,Confectionery,177,1.1,223
4,Beverages,304,1.0,296
12,Beverages,261,1.8,476
6,Snacks,288,1.5,506
10,Confectionery,256,1.4,302
11,Beverages,367,1.6,672
7,Snacks,332,1.4,401
11,Confectionery,294,1.6,467
5,Beverages,94,1.3,108
9,Confectionery,154,1.3,208
3,Snacks,397,1.2,487
1,Confectionery,330,1.0,314
4,Snacks,283,1.0,324
9,Confectionery,238,1.3,329
4,Beverages,93,1.0,101
2,Snacks,274,1.1,259
10,Snacks,479,1.4,773
5,Snacks,191,1.3,215
3,Confectionery,185,1.2,197
12,Confectionery,225,1.8,344
9,Beverages,191,1.3,242
4,Snacks,498,1.0,575
6,Snacks,129,1.5,174
2,Confectionery,131,1.1,136
6,Confectionery,184,1.5,314
3,Beverages,256,1.2,321
12,Beverages,393,1.8,778
12,Confectionery,226,1.8,360
9,Snacks,432,1.3,610
11,Beverages,292,1.6,416
2,Confectionery,104,1.1,136
12,Confectionery,190,1.8,350
12,Snacks,489,1.8,949
9,Confectionery,105,1.3,115
5,Confectionery,64,1.3,74
8,Beverages,234,1.2,240
2,Confectionery,363,1.1,381
6,Confectionery,468,1.5,641
3,Beverages,137,1.2,179
12,Snacks,146,1.8,221
12,Snacks,193,1.8,382
10,Beverages,57,1.4,65
5,Beverages,264,1.3,302
12,Snacks,222,1.8,446
8,Snacks,272,1.2,358
10,Snacks,89,1.4,123
1,Snacks,231,1.0,189
5,Snacks,319,1.3,432
3,Beverages,236,1.2,272
4,Confectionery,294,1.0,272
2,Snacks,358,1.1,415
9,Snacks,280,1.3,354
3,Confectionery,432,1.2,433
2,Confectionery,204,1.1,261
10,Confectionery,224,1.4,348
11,Confectionery,385,1.6,506
9,Confectionery,164,1.3,215
7,Confectionery,439,1.4,512
6,Beverages,360,1.5,612
1,Confectionery,349,1.0,364
5,Confectionery,67,1.3,75
12,Beverages,321,1.8,467
11,Confectionery,61,1.6,79
11,Snacks,453,1.6,726
3,Snacks,350,1.2,459
1,Confectionery,241,1.0,204
4,Beverages,281,1.0,249
2,Snacks,492,1.1,503
2,Beverages,142,1.1,138
3,Snacks,267,1.2,306
8,Confectionery,327,1.2,401
8,Beverages,402,1.2,518
12,Beverages,352,1.8,751
7,Beverages,78,1.4,128
6,Snacks,350,1.5,539
9,Snacks,126,1.3,179
4,Snacks,58,1.0,68
12,Confectionery,73,1.8,109
1,Snacks,64,1.0,51
8,Confectionery,213,1.2,207
7,Beverages,62,1.4,88
7,Beverages,396,1.4,612
3,Confectionery,221,1.2,251
4,Snacks,406,1.0,413
10,Confectionery,376,1.4,529
9,Beverages,249,1.3,271
6,Beverages,427,1.5,594
5,Confectionery,125,1.3,131
3,Snacks,213,1.2,215
9,Snacks,421,1.3,615
5,Confectionery,110,1.3,161
5,Confectionery,473,1.3,689
4,Snacks,294,1.0,320
4,Beverages,431,1.0,481
12,Confectionery,204,1.8,392
1,Snacks,306,1.0,326
7,Snacks,293,1.4,437
9,Beverages,211,1.3,275
3,Beverages,117,1.2,132
12,Beverages,393,1.8,772
2,Beverages,326,1.1,329
3,Beverages,210,1.2,256
1,Confectionery,440,1.0,428
6,Snacks,498,1.5,680
11,Confectionery,308,1.6,586
11,Confectionery,356,1.6,514
7,Confectionery,384,1.4,496
11,Confectionery,144,1.6,199
11,Confectionery,487,1.6,879
2,Beverages,295,1.1,335
8,Beverages,270,1.2,338
6,Snacks,172,1.5,291
4,Confectionery,236,1.0,221
5,Snacks,311,1.3,354
8,Beverages,462,1.2,487
3,Beverages,322,1.2,422
3,Beverages,422,1.2,529
11,Confectionery,109,1.6,153
4,Confectionery,455,1.0,390
1,Beverages,457,1.0,387
9,Snacks,174,1.3,237
8,Snacks,386,1.2,370
8,Beverages,390,1.2,377
10,Snacks,100,1.4,133
6,Beverages,227,1.5,366
7,Snacks,188,1.4,283
6,Beverages,489,1.5,712
9,Snacks,376,1.3,526
3,Confectionery,219,1.2,265
3,Beverages,88,1.2,125
3,Beverages,118,1.2,122
10,Snacks,285,1.4,415
3,Beverages,97,1.2,115
9,Beverages,430,1.3,490
12,Beverages,106,1.8,209
4,Confectionery,326,1.0,296
7,Confectionery,387,1.4,516
9,Snacks,148,1.3,182
11,Confectionery,453,1.6,650
12,Snacks,64,1.8,112
7,Confectionery,374,1.4,518
9,Snacks,228,1.3,325
12,Confectionery,381,1.8,758
3,Confectionery,111,1.2,115
4,Snacks,168,1.0,174
8,Beverages,86,1.2,119
6,Beverages,183,1.5,231
5,Confectionery,75,1.3,96
4,Snacks,57,1.0,62
8,Beverages,53,1.2,66
1,Snacks,70,1.0,58
9,Beverages,464,1.3,578
1,Snacks,198,1.0,198
8,Confectionery,74,1.2,106
4,Snacks,192,1.0,167
9,Beverages,294,1.3,455
11,Confectionery,468,1.6,711
5,Snacks,482,1.3,551
3,Beverages,92,1.2,106
9,Confectionery,474,1.3,644
11,Snacks,342,1.6,484
9,Beverages,234,1.3,278
4,Snacks,91,1.0,103
11,Snacks,480,1.6,921
4,Confectionery,141,1.0,130
12,Confectionery,366,1.8,566
8,Beverages,447,1.2,599
2,Confectionery,373,1.1,426
9,Beverages,102,1.3,111
6,Snacks,133,1.5,235
9,Snacks,83,1.3,89
8,Beverages,125,1.2,157
7,Snacks,402,1.4,545
1,Confectionery,457,1.0,467
12,Snacks,453,1.8,721
3,Confectionery,246,1.2,317
11,Beverages,335,1.6,634
2,Beverages,137,1.1,148
5,Snacks,284,1.3,372
5,Snacks,281,1.3,327
5,Confectionery,56,1.3,84
4,Confectionery,341,1.0,405
5,Snacks,87,1.3,126
3,Snacks,101,1.2,123
12,Beverages,192,1.8,408
1,Beverages,479,1.0,412
5,Beverages,456,1.3,587
9,Snacks,445,1.3,587
9,Snacks,270,1.3,349
4,Snacks,477,1.0,534
3,Beverages,289,1.2,370
1,Snacks,192,1.0,163
2,Confectionery,398,1.1,410
8,Snacks,412,1.2,462
1,Snacks,431,1.0,442
8,Snacks,98,1.2,107
7,Snacks,326,1.4,386
8,Snacks,320,1.2,407
12,Confectionery,63,1.8,129
6,Confectionery,347,1.5,610
12,Snacks,64,1.8,136
9,Beverages,283,1.3,409
3,Snacks,112,1.2,115
10,Snacks,245,1.4,391
4,Snacks,76,1.0,72
6,Beverages,142,1.5,232
8,Beverages,154,1.2,187
5,Beverages,358,1.3,526
3,Confectionery,101,1.2,117
6,Beverages,368,1.5,455
4,Confectionery,230,1.0,235
9,Confectionery,106,1.3,119
3,Beverages,169,1.2,240
4,Beverages,357,1.0,360
7,Beverages,412,1.4,589
7,Confectionery,92,1.4,149
12,Snacks,184,1.8,347
12,Beverages,422,1.8,699
4,Beverages,475,1.0,436
6,Beverages,309,1.5,463
12,Confectionery,246,1.8,507
3,Confectionery,182,1.2,244
6,Snacks,304,1.5,540
12,Beverages,269,1.8,401
2,Confectionery,385,1.1,384
8,Snacks,90,1.2,89
2,Beverages,437,1.1,528
11,Confectionery,304,1.6,416
7,Beverages,51,1.4,59
9,Beverages,244,1.3,325
1,Confectionery,291,1.0,280
8,Confectionery,198,1.2,258
7,Confectionery,247,1.4,344
6,Beverages,348,1.5,506
6,Beverages,294,1.5,427
6,Snacks,387,1.5,666
9,Beverages,157,1.3,195
2,Confectionery,442,1.1,453
1,Beverages,261,1.0,244
12,Snacks,205,1.8,324
6,Snacks,75,1.5,128
10,Confectionery,131,1.4,157
11,Confectionery,132,1.6,245
8,Snacks,180,1.2,197
3,Snacks,378,1.2,526
12,Snacks,149,1.8,299
10,Confectionery,305,1.4,441
1,Snacks,98,1.0,104
9,Snacks,450,1.3,544
1,Confectionery,112,1.0,115
3,Beverages,360,1.2,396
8,Beverages,456,1.2,525
3,Snacks,339,1.2,449
4,Beverages,154,1.0,138
8,Beverages,154,1.2,209
1,Beverages,374,1.0,355
6,Beverages,64,1.5,97
1,Snacks,224,1.0,263
1,Beverages,308,1.0,330
8,Beverages,260,1.2,330
11,Confectionery,461,1.6,800
4,Snacks,308,1.0,359
12,Confectionery,151,1.8,244
1,Confectionery,309,1.0,322
10,Snacks,393,1.4,528
7,Beverages,208,1.4,234
5,Confectionery,94,1.3,103
5,Snacks,492,1.3,594
1,Beverages,350,1.0,359
10,Snacks,300,1.4,484
11,Confectionery,380,1.6,678
6,Beverages,214,1.5,327
9,Beverages,242,1.3,260
9,Snacks,58,1.3,68
8,Beverages,450,1.2,511
5,Confectionery,423,1.3,576
1,Confectionery,114,1.0,94
9,Confectionery,436,1.3,573
1,Snacks,331,1.0,384
8,Beverages,230,1.2,298
5,Beverages,464,1.3,674
3,Beverages,331,1.2,426
11,Confectionery,328,1.6,463
7,Beverages,79,1.4,93
7,Confectionery,315,1.4,499
9,Beverages,377,1.3,528
7,Confectionery,266,1.4,383
11,Beverages,369,1.6,517
3,Snacks,455,1.2,568
11,Snacks,448,1.6,582
1,Confectionery,428,1.0,362
8,Confectionery,154,1.2,170
12,Beverages,233,1.8,409
3,Beverages,379,1.2,385
12,Snacks,197,1.8,300
8,Beverages,154,1.2,201
8,Confectionery,96,1.2,118
5,Confectionery,136,1.3,179
12,Confectionery,358,1.8,632
1,Confectionery,486,1.0,578
10,Confectionery,178,1.4,204
7,Snacks,307,1.4,374
12,Snacks,363,1.8,691
10,Confectionery,196,1.4,234
5,Beverages,495,1.3,666
8,Confectionery,121,1.2,149
9,Snacks,189,1.3,291
11,Confectionery,459,1.6,847
7,Snacks,76,1.4,125
7,Snacks,78,1.4,92
1,Confectionery,320,1.0,367
4,Confectionery,223,1.0,189
2,Beverages,302,1.1,349
2,Snacks,434,1.1,519
2,Beverages,109,1.1,103
4,Confectionery,156,1.0,164
1,Snacks,269,1.0,220
4,Beverages,490,1.0,449
2,Beverages,308,1.1,395
5,Beverages,420,1.3,474
3,Confectionery,195,1.2,193
12,Confectionery,101,1.8,177
8,Confectionery,109,1.2,149
4,Snacks,83,1.0,68
1,Confectionery,145,1.0,136
1,Snacks,138,1.0,160
12,Beverages,365,1.8,556
10,Beverages,459,1.4,593
3,Confectionery,280,1.2,373
9,Beverages,324,1.3,428
7,Confectionery,295,1.4,467
2,Snacks,160,1.1,148
9,Beverages,283,1.3,429
10,Confectionery,327,1.4,537
2,Beverages,466,1.1,441
3,Beverages,215,1.2,209
11,Confectionery,177,1.6,338
10,Beverages,286,1.4,397
2,Beverages,340,1.1,384
3,Beverages,156,1.2,195
6,Beverages,177,1.5,296
9,Snacks,244,1.3,356
9,Beverages,388,1.3,442
7,Beverages,443,1.4,554
12,Confectionery,192,1.8,397
3,Snacks,444,1.2,600
4,Confectionery,160,1.0,167
6,Confectionery,139,1.5,249
11,Confectionery,300,1.6,525
5,Snacks,329,1.3,379
2,Confectionery,382,1.1,478
6,Confectionery,273,1.5,395
3,Confectionery,150,1.2,146
8,Beverages,181,1.2,201
2,Confectionery,62,1.1,75
1,Snacks,490,1.0,580
9,Snacks,147,1.3,173
12,Beverages,169,1.8,273
3,Snacks,342,1.2,420
11,Snacks,353,1.6,635
1,Beverages,248,1.0,272
7,Confectionery,50,1.4,71
10,Beverages,109,1.4,160
5,Confectionery,299,1.3,348
5,Confectionery,189,1.3,239
1,Snacks,198,1.0,178
9,Beverages,444,1.3,665
7,Snacks,93,1.4,110
8,Snacks,420,1.2,540
9,Confectionery,235,1.3,276
6,Snacks,157,1.5,233
12,Beverages,93,1.8,153
5,Snacks,127,1.3,153
6,Snacks,275,1.5,372
11,Confectionery,211,1.6,371
2,Beverages,330,1.1,343
4,Snacks,302,1.0,329
3,Confectionery,181,1.2,213
7,Snacks,497,1.4,708
9,Beverages,421,1.3,556
5,Snacks,424,1.3,656
6,Snacks,193,1.5,274
10,Confectionery,315,1.4,389
12,Snacks,158,1.8,331
12,Confectionery,243,1.8,380
2,Beverages,84,1.1,104
3,Snacks,439,1.2,453
3,Beverages,324,1.2,413
12,Beverages,236,1.8,365
12,Snacks,486,1.8,1022
9,Confectionery,292,1.3,389
7,Beverages,313,1.4,408
8,Beverages,59,1.2,60
11,Snacks,215,1.6,326
10,Snacks,78,1.4,118
11,Snacks,320,1.6,488
9,Snacks,136,1.3,158
6,Snacks,72,1.5,111
4,Snacks,259,1.0,250
12,Confectionery,95,1.8,148
1,Beverages,77,1.0,66
8,Confectionery,75,1.2,97
7,Confectionery,315,1.4,524
2,Snacks,224,1.1,220
8,Beverages,53,1.2,70
12,Confectionery,360,1.8,541
5,Snacks,371,1.3,459
7,Snacks,116,1.4,162
4,Beverages,184,1.0,166
5,Confectionery,104,1.3,136
8,Confectionery,80,1.2,110
1,Confectionery,123,1.0,144
1,Snacks,68,1.0,57
4,Beverages,205,1.0,186
3,Beverages,386,1.2,551
10,Confectionery,205,1.4,260
12,Snacks,196,1.8,379
2,Confectionery,136,1.1,134
12,Beverages,69,1.8,117
3,Snacks,318,1.2,334
11,Confectionery,382,1.6,698
11,Confectionery,92,1.6,169
11,Snacks,444,1.6,652
1,Beverages,481,1.0,543
1,Snacks,448,1.0,422
6,Confectionery,450,1.5,566
5,Confectionery,487,1.3,698
8,Confectionery,355,1.2,442
2,Confectionery,77,1.1,77
4,Beverages,309,1.0,278
